Company, Apr 08, Apr 07, Apr 06, Apr 05, Apr 04, Apr 03, Apr 02, Apr 01, Mar 31, Mar 30, Mar 29, Mar 28, Mar 27, Mar 26, Mar 25, Mar 24, Mar 23, Mar 22, Mar 21, Mar 20, Mar 19, Mar 18, Mar 17, Mar 16, Mar 15, Mar 14, Mar 13, Apr 28, Apr 27, Apr 26, Apr 25, Apr 24, Apr 23, Apr 22, Apr 21, Apr 20, Apr 19, Apr 18, Apr 17, Apr 16, Apr 15, Apr 14, Apr 13, Apr 12, Apr 11, Apr 10, Apr 09, Mar 12, Mar 11, Mar 10, Mar 09, Mar 08, Mar 07,
Apple,0.12052113395863397,0.06265661964641557,0.08708006403318902,0.06204347900776472,0.12244605142332415,0.07584175084175086,0.002307938011063012,0.10315025252525253,0.08953359683794467,0.07712637741046834,0.07391873278236916,0.045632936507936504,0.23877359982655563,0.12779947916666665,0.10510060926727592,0.04743892472814043,-0.015200617283950621,0.10814864919031586,0.1476448697501329,0.26027288188002473,0.1417630772005772,0.0640754132231405,0.1834170386904762,0.036304640182191206,0.0814573980546203,0.06726988169876101,0.05313401875901877,0.03336474867724868,0.08961080586080586,0.13367871840094062,0.3099044365220836,0.03847970445192668,0.1163643301143301,0.06377641965877258,0.044821879509379506,0.04336372581799411,-0.011287923601588203,0.09005795739348373,0.15393359616573904,0.052770562770562766,0.08571840857555144,0.16051136363636365,0.05310560966810966,0.06082491582491583,0.13318466045738775,0.09059720582447855,0.05650751862516569,0.11453373015873017,0.08218954248366013,0.268704390847248,0.1345480540701129,0.23068181818181824,0.09992346938775512,
Tesla,0.10148433478477338,-0.004812440645773973,-0.028222565793994358,0.04931240551776266,0.0704610164141414,0.06934183673469388,0.024890180878552975,-0.016798140131473464,0.06794832074243838,0.09123258446534308,0.06371289204622538,0.06917036667036668,0.08743365330321852,0.11977672129457843,0.03858718030054237,0.03313699494949495,0.04556900760990268,0.12040505271372619,0.07664380196523053,0.05472968891573543,0.03991240530303031,0.10196236559139785,0.0673045100475656,0.030694444444444448,0.011438663849378137,0.11870427300632003,0.0981334175084175,0.10520833333333335,0.15899470899470897,0.06092058404558405,0.11657915464165461,0.02329818933900566,0.10368528357164723,0.11964743094207378,0.036232452148427914,0.1136357077266168,0.04535392695754538,0.0692075833523202,0.01210640082591302,0.04320941241993875,0.10030506679700227,0.03656933344433344,0.10097577271068653,0.0372853997853998,0.02334862086911268,0.009509720218053555,0.12304153951694936,0.07143133171542262,0.12033862433862434,0.02798295454545456,0.10314707792207792,-0.0646245421245421,0.02033810325476992,
Goldman Sachs,0.04970147907647908,0.005633642977392973,0.08139393939393938,0.12461605255209905,0.06338017269468882,-0.0005483630952380913,0.11130824372759857,-0.024909812409812403,0.014917127625460963,0.06948853615520283,0.0,0.17215909090909096,0.08685621648584611,0.03374613481756339,0.011911603721948551,0.06276902427637722,0.09535873687036478,0.09535833333333332,0.003966337481962479,0.10759233259233257,0.11160280257936507,0.03741802950136283,-0.13200757575757574,0.09831325775259596,0.08472685185185184,0.0965249901613538,0.15531601731601732,0.10987829685746352,0.1204252344877345,0.08757242336787792,-0.00633068783068782,0.04802964712055621,0.07352994227994228,0.03365606615606616,0.07553485987696514,0.06747092776504543,0.10347993827160491,0.08837367178276273,0.06391436409954926,0.027636432350718065,0.08668154761904762,0.04991607543690877,0.03657407407407408,0.08243589743589742,0.07613636363636363,0.17790502817288528,0.03233534322820037,0.08363636363636365,0.0017283950617283878,0.11817460317460318,0.039873196248196234,0.0923872180451128,0.061302652374080925,
British Petroleum,0.11589182094501242,0.07582221019721021,0.07807996632996632,0.20163729128014837,0.11637078456522906,0.007279388002044249,0.22321077841911174,0.10606209150326798,0.12159391534391532,0.06089699074074073,-0.08290736620282076,0.1466147186147186,0.0430406746031746,0.06145833333333334,0.09046198593073594,0.07243386911442468,0.18311355311355312,-0.04241071428571427,0.05470497756212042,0.21810107600732598,0.03285273368606701,0.09135582010582009,0.06230271464646464,0.09354689182070136,0.07231150793650795,0.0014533293767164713,0.15279928404928406,0.11634830447330449,0.03407771498049275,0.0707448433919022,0.19980158730158726,0.10407670454545456,0.1775853775853776,0.16290434102934104,0.02192475348725348,0.038819444444444434,0.08605769230769231,0.050687830687830684,0.1941187169312169,0.0020960520960520953,0.0880011655011655,0.14257142857142857,0.05803571428571429,0.016398809523809517,0.05257440476190476,0.058680555555555555,0.09833553791887126,0.2875,0.0707070707070707,-0.008333333333333333,0.01857638888888888,0.03943181818181819,0.0852607709750567,
